DNA,LINE,LTR,RC,Retroposon,SINE,cell_line,modification
0.24294106058204595,0.21982859627126206,0.22088409740902046,0.23809584135915862,0.27492472416507874,0.22152438958945792,Caco-2,H3K4me1
0.3508252434973846,0.4085254931386418,0.45300196923356145,0.33506667858958517,0.731311809077799,0.39608112173795396,Caco-2,H3K9me3
0.3387414570498092,0.3257534337679233,0.3448506905336103,0.33300307686941866,0.25707442418133186,0.31830930982763633,SJCRH30,H3K27ac
0.6036204043065377,0.5610267943489335,0.5522496399115543,0.5980066901753424,0.40526114205575864,0.5334614531950538,SJCRH30,H3K4me1
0.666789141543265,0.6598908406597772,0.7168413801741307,0.6786233644974771,0.7676631943590466,0.5550594168820665,SJCRH30,H3K9me3
0.38684209797787567,0.3553414598310528,0.2553293171922295,0.3540919831975313,0.4167941197290448,0.41481468229116797,SJCRH30,H3K36me3
0.5867452804773182,0.5667225664595823,0.6110297437585929,0.5481932518989987,0.4046108252912371,0.5886387183701887,SJCRH30,H3K27me3
-0.1891132691317365,-0.19846836397603146,-0.2081195042000133,-0.21654273295680979,-0.22521979626177116,-0.22973082032193667,SJCRH30,H3K4me3
1.1349861350920716,1.086141728290448,1.0987746825881723,1.150433624633976,0.945824311000664,1.049699820227782,BE2C,H3K4me1
1.0428654546455975,1.0564898602693267,1.1421703074073555,1.0181015525143593,1.2141618400912733,1.0871542152296756,BE2C,H3K9me3
1.094003645832743,1.0659910497153495,1.0158247001319487,1.058853137331823,1.1728405948652199,1.163322476405776,BE2C,H3K36me3
0.9975846381229467,0.9930992066676271,0.9994849946207586,0.9751273111709338,0.9228885484469276,0.9964285741744264,BE2C,H3K27me3
-0.13320254262794118,-0.16732272680954882,-0.17390631002874582,-0.14220980687664625,-0.15539866762306745,-0.16676925744578766,SJSA1,H3K27ac
0.6115132204117724,0.6339308977063215,0.8087361107854082,0.5783955505193055,0.7674418445591943,0.622940134941764,SJSA1,H3K9me3
0.4945074281541061,0.4586405731182783,0.4591462698059289,0.4087420966849865,0.6935020899797683,0.5824894661625609,SJSA1,H3K36me3
0.41195731131174,0.38374968801911,0.39009578579515425,0.4098636835274639,0.29659473163866423,0.3304805265849068,SJSA1,H3K27me3
-0.37020212740109965,-0.3715010187540115,-0.29311957238454694,-0.4387355640652467,-0.20260433017911866,-0.3053526590124621,SJSA1,H3K4me3
0.6414256961504841,0.6316633390576998,0.6052791645129665,0.5991787374637159,0.7289448476110192,0.727818135283753,HAP-1,H3K27ac
1.0245387960184076,0.9982423718209514,0.9830210668266265,0.9995010217316415,1.0001076034412106,0.9952914669582519,HAP-1,H3K4me1
0.8909502794940788,0.935737703193704,1.0678876211205428,0.8334983810834706,1.2525194711357688,1.0398682662666914,HAP-1,H3K9me3
1.0614683301883632,1.041289503180335,1.0124821446434196,1.0000143906020666,1.277338068291185,1.1814600126506085,HAP-1,H3K36me3
0.8674423675713323,0.8706800974308959,0.8700240308803854,0.8542356784976944,0.7709362827616936,0.8890437684501273,HAP-1,H3K27me3
0.4614704741701504,0.48116695197349013,0.4962137496532177,0.3914146117049202,0.6191121856840064,0.621267804584152,HAP-1,H3K4me3
0.5405768234590362,0.5281960493970783,0.4906937255158444,0.49967634725854937,0.4791059614722882,0.5332408577618951,HL-60,H3K27ac
0.7602654789247785,0.8190771505580299,0.9341977756580667,0.7415463061170434,0.9188496437557815,0.7722029919441694,MG63,H3K9me3
0.9301211552582348,0.897187782459533,0.8754713835095409,0.8534701172323808,1.0551613071590118,1.0431148671430364,MG63,H3K36me3
0.8578988532956897,0.8687187231936414,0.926065553484377,0.8697075808004804,0.8095490538878242,0.8544504838334136,MG63,H3K27me3
0.26478602799824014,0.27099381115980253,0.2536477759115553,0.24646322776562285,0.3303268271956794,0.2794324388437777,MG63,H3K4me3
-0.2746892024829295,-0.2746036834756841,-0.22085661080917438,-0.30733123910762655,-0.17789717746610434,-0.20400744761425185,VCaP,CTCF
-0.3465444253689495,-0.4005150463484597,-0.4087917566885612,-0.39091163429275555,-0.0987981669668134,-0.1400201565056756,VCaP,H3K27ac
1.105833147707616,1.0411573957229343,0.8760797491422873,1.3074874280847284,0.2459215335970823,0.36929829413272414,C4-2B,CTCF
-0.18505818589916806,-0.21998969214694528,0.00011558705783284552,-0.3235226638005118,-0.054218891008101365,-0.02388835471406462,C4-2B,H3K27ac
-0.6011026398880794,-0.5958634797489097,-0.6261037527519968,-0.6182025646241657,-0.48802871736162023,-0.44205426893866084,RWPE2,CTCF
-1.0265192610459393,-1.052952770089143,-1.1267313253949351,-1.1151686738389073,-0.8351423630604567,-0.7934471591869332,RWPE2,H3K27ac
0.48540466733793197,0.4490409949123662,0.2358945409751215,0.4854238344559282,0.4379199312575316,0.5340196777257419,RWPE2,H3K36me3
-0.11454367484686308,-0.12008427034300528,-0.05564494972407467,-0.17323136940354908,0.08599010783230378,0.014716294039706325,22Rv1,CTCF
-0.7359401836045327,-0.7398884739641873,-0.7000734317166546,-0.7671143885080637,-0.43426516011641825,-0.5600058305438999,22Rv1,H3K27ac
-0.4841330989447566,-0.3886277136383411,-0.6979044907981483,-0.32729372161226594,-0.8056377918200923,-0.6532770545460871,RWPE1,CTCF
-1.9405731068136618,-1.7894340578249963,-1.9886390146870916,-2.103256469620001,-0.8104788458581719,-0.7928109618496045,RWPE1,H3K27ac
